1.0,1.55651551,1.15072799,1.35153117,1.08946198
1.0,1.86745786,1.03451933,1.10026307,1.06093065
1.0,0.86180965,0.92280292,1.69303662,1.09753552
1.0,0.71884981,1.17631798,1.45990672,1.09883357
1.0,1.38416357,1.10024751,0.96079603,1.06419439
1.0,1.34383881,0.99862177,0.81813938,1.07423292
1.0,0.83772415,1.21269008,1.65418577,1.03767
1.0,1.5436917,1.24829996,1.04306302,1.06276765
1.0,1.82950575,1.27576118,1.02665039,1.05795487
1.0,1.21877874,0.99537125,1.30803734,1.02373045
1.0,1.11782446,1.11245465,1.58442512,1.04664205
1.0,0.82228374,1.18757037,1.20687734,1.04534437
1.0,1.06697663,1.23239396,0.97700335,1.09702128
1.0,0.83960308,1.27411261,1.63406565,1.0498274
1.0,0.87816802,1.29046582,1.26418167,1.08696262
1.0,1.31228857,1.23547151,1.50281586,1.09537394
1.0,0.93914235,1.05743909,1.58097814,1.05191609
1.0,1.10807721,1.03352704,0.87929814,1.07642265
1.0,1.00977461,0.98121408,1.57209719,1.04012515
1.0,1.81504466,1.13565681,0.8451559,1.03381103
1.0,1.19033478,1.24136082,1.01669158,1.0684608
1.0,0.71274296,1.08044622,1.61446323,1.0757088
1.0,1.53069161,1.09114134,1.3886953,1.05162041
1.0,1.66017768,1.2448263,0.90335478,1.06729453
1.0,1.15072296,1.06724261,0.89083974,1.07501656
1.0,0.76081422,0.93379253,1.45297753,1.08335991
1.0,1.1251486,1.21842803,1.01018365,1.08239299
1.0,1.7248755,1.04269974,1.08437584,1.06980583
1.0,1.89956859,1.10338528,0.9204367,1.07674313
1.0,1.76792792,1.06438817,1.28405428,1.02602935
1.0,0.85675955,1.00635507,1.45056761,1.05478054
1.0,1.88065613,1.18607235,1.75175874,1.09957334
1.0,1.47874107,1.25536299,1.43251044,1.07522685
1.0,0.78632452,1.00570847,1.58998894,1.08313025
1.0,1.07344714,1.20558217,1.56635799,1.08667355
1.0,1.87796791,1.16730497,1.31420447,1.06708991
1.0,1.45324055,1.29889543,1.72043727,1.03716637
1.0,1.23251845,1.02110541,0.84702468,1.04814469
1.0,1.60179731,1.04432105,1.5485217,1.09612926
1.0,1.47015906,1.05228263,0.83637736,1.03021057
